Data;À vista R$;À vista US$
19/08/2025;2.890,64;525,47
20/08/2025;2.874,39;525,19
21/08/2025;2.869,68;523,66
22/08/2025;2.868,11;528,68
25/08/2025;2.850,34;526,38
26/08/2025;2.853,45;525,01
27/08/2025;2.879,75;531,22
28/08/2025;2.895,34;535,68
29/08/2025;2.891,76;533,54
01/09/2025;2.896,83;532,02
02/09/2025;2.915,43;532,50
03/09/2025;2.908,59;532,90
04/09/2025;2.907,03;533,79
05/09/2025;2.915,31;538,58
08/09/2025;2.917,60;538,40
09/09/2025;2.911,87;535,86
10/09/2025;2.903,39;536,87
11/09/2025;2.894,33;536,58
12/09/2025;2.891,19;539,90
15/09/2025;2.910,44;547,28
16/09/2025;2.934,96;553,97
17/09/2025;2.943,40;555,46
18/09/2025;2.954,79;556,46
19/09/2025;2.950,21;554,55
22/09/2025;2.963,22;555,22
23/09/2025;2.970,59;562,08
24/09/2025;2.960,97;555,84
25/09/2025;2.952,19;549,96
26/09/2025;2.939,20;550,41
29/09/2025;2.924,09;549,85
30/09/2025;2.927,27;549,82
01/10/2025;2.920,04;548,78
02/10/2025;2.907,86;544,54
03/10/2025;2.912,64;546,46
06/10/2025;2.911,79;548,26
07/10/2025;2.917,64;545,56
08/10/2025;2.924,92;547,33
09/10/2025;2.946,12;547,81
10/10/2025;2.953,95;537,18
13/10/2025;2.959,91;541,12
14/10/2025;2.946,57;539,07
15/10/2025;2.937,35;538,27
16/10/2025;2.930,81;538,06
17/10/2025;2.925,47;541,15
20/10/2025;2.927,16;544,79
21/10/2025;2.936,54;544,91
22/10/2025;2.934,71;543,36
23/10/2025;2.932,58;544,48
24/10/2025;2.923,17;542,13
27/10/2025;2.932,31;545,85
28/10/2025;2.924,41;545,60
29/10/2025;2.922,64;544,66
30/10/2025;2.926,27;544,12
31/10/2025;2.934,47;545,34
03/11/2025;2.932,36;547,49
04/11/2025;2.932,79;543,31
05/11/2025;2.953,77;551,18
06/11/2025;2.959,79;553,44
07/11/2025;2.968,80;556,16
10/11/2025;2.989,23;563,26
11/11/2025;2.987,77;566,94
12/11/2025;2.980,03;563,01
13/11/2025;2.982,24;563,00
14/11/2025;2.986,72;563,64
17/11/2025;2.989,02;561,21
18/11/2025;2.997,01;563,56
19/11/2025;2.997,47;561,53
21/11/2025;3.010,99;557,90
24/11/2025;3.015,87;559,12
25/11/2025;3.021,75;562,08
26/11/2025;3.032,60;568,33
27/11/2025;3.031,13;566,14
28/11/2025;3.031,19;568,49
01/12/2025;3.043,08;567,85
02/12/2025;3.060,31;573,95
03/12/2025;3.061,06;576,25
04/12/2025;3.072,36;578,71
05/12/2025;3.070,36;562,75
08/12/2025;3.068,91;565,80
09/12/2025;3.067,68;564,02
10/12/2025;3.065,42;559,59
11/12/2025;3.072,26;568,83
12/12/2025;3.071,09;567,35
15/12/2025;3.073,58;566,87
16/12/2025;3.061,63;560,12
17/12/2025;3.047,82;551,94
18/12/2025;3.073,21;556,64
19/12/2025;3.064,07;554,18
22/12/2025;3.066,34;549,33
23/12/2025;3.067,72;553,94
26/12/2025;3.063,72;552,62
29/12/2025;3.062,69;548,97
30/12/2025;3.066,58;558,78
02/01/2026;3.070,21;566,25
05/01/2026;3.085,47;571,17
06/01/2026;3.091,64;574,87
07/01/2026;3.072,85;570,21
08/01/2026;3.072,85;570,00
09/01/2026;3.061,65;570,46
12/01/2026;3.040,03;566,11
13/01/2026;3.056,52;568,13
14/01/2026;3.063,72;567,46
15/01/2026;3.076,12;573,69
16/01/2026;3.073,01;572,04
19/01/2026;3.070,49;572,43
20/01/2026;3.076,27;572,01
21/01/2026;3.065,22;576,28
22/01/2026;3.081,36;583,26
23/01/2026;3.092,55;584,93
26/01/2026;3.100,93;587,19
27/01/2026;3.097,63;595,13
28/01/2026;3.105,95;595,47
29/01/2026;3.098,65;596,81
30/01/2026;3.091,73;588,79
02/02/2026;3.091,69;586,32
03/02/2026;3.088,37;589,50
04/02/2026;3.095,89;588,46
05/02/2026;3.117,25;593,42
06/02/2026;3.118,69;597,45
09/02/2026;3.112,21;599,89
10/02/2026;3.137,12;603,18
11/02/2026;3.159,72;609,28
12/02/2026;3.159,04;607,27
13/02/2026;3.157,23;604,25
18/02/2026;3.145,84;599,78
19/02/2026;3.180,64;608,73
20/02/2026;3.186,09;615,19
23/02/2026;3.213,20;621,75
24/02/2026;3.232,77;627,11
25/02/2026;3.218,70;627,79
26/02/2026;3.218,74;625,73
27/02/2026;3.224,18;627,64
02/03/2026;3.225,73;624,05
03/03/2026;3.246,87;615,99
04/03/2026;3.257,05;624,08
05/03/2026;3.266,23;618,37
06/03/2026;3.267,63;622,41
09/03/2026;3.263,92;631,07
10/03/2026;3.252,90;630,29
11/03/2026;3.251,73;629,69
12/03/2026;3.253,40;621,23
13/03/2026;3.257,48;613,11
16/03/2026;3.256,10;622,58
17/03/2026;3.253,44;624,94
18/03/2026;3.258,37;623,25
19/03/2026;3.264,36;625,96
20/03/2026;3.266,08;614,04
23/03/2026;3.273,13;625,48
24/03/2026;3.277,02;623,36
25/03/2026;3.278,85;628,01
26/03/2026;3.274,30;624,15
27/03/2026;3.285,53;626,65
30/03/2026;3.295,07;626,44
31/03/2026;3.293,86;634,53
01/04/2026;3.298,07;639,41
02/04/2026;3.297,48;638,80
06/04/2026;3.300,76;641,17
07/04/2026;3.305,87;640,55
08/04/2026;3.305,75;646,79
09/04/2026;3.310,49;653,60
10/04/2026;3.328,66;664,54
13/04/2026;3.346,72;669,74
14/04/2026;3.356,62;672,67
15/04/2026;3.366,17;674,31
16/04/2026;3.372,59;675,46
17/04/2026;3.375,94;677,49
20/04/2026;3.380,72;679,68
22/04/2026;3.381,64;680,00
23/04/2026;3.384,07;675,60
24/04/2026;3.389,87;678,11
27/04/2026;3.401,32;683,00
28/04/2026;3.403,82;683,50
29/04/2026;3.405,14;680,08
30/04/2026;3.408,70;687,65
04/05/2026;3.416,74;687,75
05/05/2026;3.419,59;696,17
06/05/2026;3.420,24;695,31
07/05/2026;3.417,44;694,32
08/05/2026;3.424,97;699,83
11/05/2026;3.422,29;699,00
12/05/2026;3.431,33;701,13
13/05/2026;3.427,14;685,56
14/05/2026;3.430,49;687,89
15/05/2026;3.433,13;677,95
18/05/2026;3.433,52;685,74
19/05/2026;3.416,03;677,11
20/05/2026;3.410,92;682,05
21/05/2026;3.424,72;685,63
22/05/2026;3.428,49;682,42
25/05/2026;3.425,59;682,93
26/05/2026;3.425,26;680,83
27/05/2026;3.421,01;676,22
