Data;À vista R$;À vista US$
05/05/2022;2.695,87;536,06
06/05/2022;2.695,69;531,38
09/05/2022;2.689,85;521,69
10/05/2022;2.707,20;528,23
11/05/2022;2.712,70;527,97
12/05/2022;2.718,28;528,23
13/05/2022;2.704,30;535,08
16/05/2022;2.703,74;535,92
17/05/2022;2.697,08;545,75
18/05/2022;2.697,08;540,82
19/05/2022;2.722,02;553,93
20/05/2022;2.742,88;563,34
23/05/2022;2.801,51;582,07
24/05/2022;2.786,20;577,93
25/05/2022;2.726,65;566,75
26/05/2022;2.626,82;551,74
27/05/2022;2.605,72;549,96
30/05/2022;2.584,80;544,05
31/05/2022;2.566,36;540,17
01/06/2022;2.523,78;525,90
02/06/2022;2.496,87;520,83
03/06/2022;2.474,76;517,30
06/06/2022;2.478,58;516,26
07/06/2022;2.476,84;508,49
08/06/2022;2.465,80;505,18
09/06/2022;2.429,96;494,80
10/06/2022;2.433,02;488,46
13/06/2022;2.406,17;469,68
14/06/2022;2.496,90;485,78
15/06/2022;2.534,25;504,33
17/06/2022;2.649,78;515,52
20/06/2022;2.664,79;513,94
21/06/2022;2.674,33;519,19
22/06/2022;2.665,11;515,49
23/06/2022;2.674,41;511,46
24/06/2022;2.645,20;503,08
27/06/2022;2.675,86;511,83
28/06/2022;2.670,25;507,07
29/06/2022;2.665,19;512,93
30/06/2022;2.665,19;509,60
01/07/2022;2.656,43;499,14
04/07/2022;2.645,68;496,75
05/07/2022;2.650,43;491,55
06/07/2022;2.650,58;489,49
07/07/2022;2.650,58;495,99
08/07/2022;2.684,81;509,93
11/07/2022;2.676,02;498,51
12/07/2022;2.737,38;503,38
13/07/2022;2.747,25;508,18
14/07/2022;2.748,21;505,74
15/07/2022;2.718,32;502,74
18/07/2022;2.761,82;509,28
19/07/2022;2.701,99;498,52
20/07/2022;2.739,40;501,63
21/07/2022;2.701,45;491,98
22/07/2022;2.726,10;495,56
25/07/2022;2.757,69;513,15
26/07/2022;2.769,26;517,23
27/07/2022;2.667,25;508,14
28/07/2022;2.659,99;515,40
29/07/2022;2.628,16;507,56
01/08/2022;2.625,28;506,32
02/08/2022;2.607,74;493,89
03/08/2022;2.588,29;490,67
04/08/2022;2.583,99;495,30
05/08/2022;2.583,80;499,96
08/08/2022;2.582,36;504,96
09/08/2022;2.577,91;501,83
10/08/2022;2.620,56;514,54
11/08/2022;2.598,97;503,48
12/08/2022;2.636,24;520,28
15/08/2022;2.717,25;533,53
16/08/2022;2.718,89;528,25
17/08/2022;2.739,03;529,59
18/08/2022;2.812,57;543,60
19/08/2022;2.817,51;544,45
22/08/2022;2.683,35;519,83
23/08/2022;2.805,12;550,02
24/08/2022;2.884,84;564,66
25/08/2022;2.811,27;548,43
26/08/2022;2.811,27;554,05
29/08/2022;2.719,88;541,16
30/08/2022;2.587,31;506,32
31/08/2022;2.556,35;491,42
01/09/2022;2.530,00;483,28
02/09/2022;2.546,16;491,82
05/09/2022;2.544,89;493,87
06/09/2022;2.500,58;477,03
08/09/2022;2.509,07;481,68
09/09/2022;2.504,86;486,38
12/09/2022;2.563,18;503,47
13/09/2022;2.612,95;503,56
14/09/2022;2.672,15;515,86
15/09/2022;2.697,98;514,59
16/09/2022;2.730,10;519,33
19/09/2022;2.651,10;513,48
20/09/2022;2.513,35;486,99
21/09/2022;2.513,35;486,42
22/09/2022;2.489,62;486,92
23/09/2022;2.464,17;469,28
26/09/2022;2.459,08;456,32
27/09/2022;2.512,33;466,98
28/09/2022;2.413,33;451,34
29/09/2022;2.404,27;445,40
30/09/2022;2.391,76;444,65
03/10/2022;2.391,98;462,04
04/10/2022;2.345,17;453,08
05/10/2022;2.414,41;466,64
06/10/2022;2.410,83;463,26
07/10/2022;2.438,62;466,72
10/10/2022;2.433,09;469,44
11/10/2022;2.470,18;468,72
13/10/2022;2.529,68;479,20
14/10/2022;2.481,82;465,81
17/10/2022;2.469,19;466,32
18/10/2022;2.480,30;471,45
19/10/2022;2.546,24;482,97
20/10/2022;2.464,98;471,86
21/10/2022;2.432,55;472,52
24/10/2022;2.476,19;468,18
25/10/2022;2.413,80;454,15
26/10/2022;2.453,25;456,59
27/10/2022;2.446,03;461,60
28/10/2022;2.467,47;464,33
31/10/2022;2.462,16;475,87
01/11/2022;2.437,46;476,81
03/11/2022;2.448,50;478,88
04/11/2022;2.448,50;486,39
07/11/2022;2.512,47;487,39
08/11/2022;2.454,97;474,94
09/11/2022;2.432,30;469,74
10/11/2022;2.429,14;450,09
11/11/2022;2.467,26;461,95
14/11/2022;2.440,76;457,84
16/11/2022;2.403,97;446,50
17/11/2022;2.432,44;447,88
18/11/2022;2.429,22;452,71
21/11/2022;2.445,90;460,54
22/11/2022;2.480,04;460,89
23/11/2022;2.532,15;471,36
24/11/2022;2.475,89;466,09
25/11/2022;2.463,23;455,31
28/11/2022;2.463,55;459,10
29/11/2022;2.416,60;456,74
30/11/2022;2.400,66;460,78
01/12/2022;2.332,92;448,21
02/12/2022;2.351,77;450,36
05/12/2022;2.314,07;438,27
06/12/2022;2.328,93;442,01
07/12/2022;2.349,41;450,94
08/12/2022;2.400,50;460,57
09/12/2022;2.387,83;455,69
12/12/2022;2.352,03;441,70
13/12/2022;2.375,13;446,79
14/12/2022;2.400,14;451,07
15/12/2022;2.396,11;450,23
16/12/2022;2.396,11;452,27
19/12/2022;2.417,52;455,45
20/12/2022;2.513,29;482,58
21/12/2022;2.513,20;483,59
22/12/2022;2.514,81;485,77
23/12/2022;2.516,64;487,34
26/12/2022;2.516,71;483,24
27/12/2022;2.499,17;472,97
28/12/2022;2.492,30;474,45
29/12/2022;2.492,30;472,03
02/01/2023;2.568,69;479,23
03/01/2023;2.551,18;468,28
04/01/2023;2.431,13;445,75
05/01/2023;2.431,13;453,40
06/01/2023;2.444,87;466,31
09/01/2023;2.431,13;462,63
10/01/2023;2.385,37;458,55
11/01/2023;2.407,57;464,24
12/01/2023;2.407,57;472,63
13/01/2023;2.439,19;478,84
16/01/2023;2.444,62;474,59
17/01/2023;2.391,66;468,22
18/01/2023;2.401,81;465,56
19/01/2023;2.299,33;444,31
20/01/2023;2.299,33;441,92
23/01/2023;2.234,25;429,99
24/01/2023;2.261,01;439,29
25/01/2023;2.273,92;447,97
26/01/2023;2.371,71;467,61
27/01/2023;2.398,88;469,36
30/01/2023;2.427,99;474,96
31/01/2023;2.394,79;471,60
01/02/2023;2.395,44;470,62
02/02/2023;2.327,56;462,18
03/02/2023;2.257,39;439,27
06/02/2023;2.253,50;435,38
07/02/2023;2.339,63;450,02
08/02/2023;2.341,64;451,27
09/02/2023;2.392,68;454,02
10/02/2023;2.383,78;456,40
13/02/2023;2.373,17;457,96
14/02/2023;2.388,27;459,19
15/02/2023;2.437,14;467,24
16/02/2023;2.400,42;459,85
17/02/2023;2.420,00;468,81
22/02/2023;2.436,66;471,40
23/02/2023;2.404,19;468,47
24/02/2023;2.404,19;461,81
27/02/2023;2.416,05;465,07
28/02/2023;2.422,75;464,04
01/03/2023;2.432,03;468,06
02/03/2023;2.344,48;450,51
03/03/2023;2.317,13;445,77
06/03/2023;2.338,55;452,68
07/03/2023;2.315,77;446,11
08/03/2023;2.315,77;450,28
09/03/2023;2.315,77;451,07
10/03/2023;2.343,39;449,36
13/03/2023;2.390,40;453,76
14/03/2023;2.379,89;452,80
15/03/2023;2.361,39;446,05
16/03/2023;2.353,85;448,95
17/03/2023;2.335,38;442,81
20/03/2023;2.335,38;445,43
21/03/2023;2.336,93;445,72
22/03/2023;2.356,34;451,58
23/03/2023;2.397,76;453,35
24/03/2023;2.397,76;456,89
27/03/2023;2.385,46;457,77
28/03/2023;2.458,17;475,84
29/03/2023;2.458,17;478,15
30/03/2023;2.443,27;478,98
31/03/2023;2.450,66;483,46
03/04/2023;2.514,21;495,51
04/04/2023;2.489,57;489,40
05/04/2023;2.489,57;492,59
06/04/2023;2.511,14;496,27
10/04/2023;2.490,60;491,24
11/04/2023;2.386,98;476,73
12/04/2023;2.386,98;482,80
13/04/2023;2.397,21;486,55
14/04/2023;2.397,21;487,44
17/04/2023;2.403,70;487,07
18/04/2023;2.425,17;487,47
19/04/2023;2.365,35;465,99
20/04/2023;2.341,32;463,44
24/04/2023;2.376,97;471,62
25/04/2023;2.411,46;475,73
26/04/2023;2.416,67;478,27
27/04/2023;2.461,91;494,06
28/04/2023;2.465,67;494,22
02/05/2023;2.343,23;464,28
03/05/2023;2.296,20;460,07
04/05/2023;2.296,20;459,88
05/05/2023;2.261,88;457,50
08/05/2023;2.247,14;448,17
09/05/2023;2.244,19;449,92
10/05/2023;2.249,20;454,29
11/05/2023;2.249,20;455,03
12/05/2023;2.279,24;462,60
15/05/2023;2.326,71;475,42
16/05/2023;2.340,98;473,98
17/05/2023;2.340,98;473,98
18/05/2023;2.336,79;470,27
19/05/2023;2.352,30;470,37
22/05/2023;2.365,41;476,03
23/05/2023;2.302,35;463,06
24/05/2023;2.221,94;448,69
25/05/2023;2.221,94;441,04
26/05/2023;2.219,61;444,81
29/05/2023;2.226,58;444,25
30/05/2023;2.220,45;440,48
31/05/2023;2.224,83;438,05
01/06/2023;2.225,10;443,87
02/06/2023;2.241,00;452,09
05/06/2023;2.228,00;452,20
06/06/2023;2.225,33;452,95
07/06/2023;2.237,86;454,39
09/06/2023;2.241,10;459,62
12/06/2023;2.238,46;460,02
13/06/2023;2.222,94;457,11
14/06/2023;2.222,69;460,37
15/06/2023;2.222,69;462,67
16/06/2023;2.207,99;458,28
19/06/2023;2.138,21;447,70
20/06/2023;2.204,73;460,09
21/06/2023;2.174,55;455,88
22/06/2023;2.099,96;439,51
23/06/2023;2.098,27;438,88
26/06/2023;2.121,11;445,05
27/06/2023;2.116,69;441,34
28/06/2023;2.116,69;436,97
29/06/2023;2.163,45;445,52
30/06/2023;2.173,81;453,54
03/07/2023;2.234,62;465,16
04/07/2023;2.284,84;472,56
05/07/2023;2.289,04;472,45
06/07/2023;2.270,75;460,97
07/07/2023;2.247,18;462,48
10/07/2023;2.203,60;451,10
11/07/2023;2.159,12;444,45
12/07/2023;2.162,69;448,88
13/07/2023;2.162,69;451,50
14/07/2023;2.092,71;436,53
17/07/2023;2.092,71;434,62
18/07/2023;2.147,12;446,57
19/07/2023;2.122,95;443,67
20/07/2023;2.118,36;441,14
21/07/2023;2.135,48;447,22
24/07/2023;2.160,16;456,21
25/07/2023;2.174,34;457,47
26/07/2023;2.164,66;457,55
27/07/2023;2.162,06;455,84
28/07/2023;2.156,72;455,87
31/07/2023;2.166,89;458,02
01/08/2023;2.128,53;444,28
02/08/2023;2.144,02;446,30
03/08/2023;2.148,10;439,37
04/08/2023;2.141,72;439,87
07/08/2023;2.155,10;440,18
08/08/2023;2.169,61;443,05
09/08/2023;2.166,86;441,50
10/08/2023;2.142,76;439,09
11/08/2023;2.134,02;435,34
14/08/2023;2.103,98;423,34
15/08/2023;2.100,01;420,93
16/08/2023;2.075,73;416,31
17/08/2023;2.091,94;419,90
18/08/2023;2.092,59;420,96
21/08/2023;2.100,10;421,79
22/08/2023;2.024,18;410,00
23/08/2023;1.982,06;408,34
24/08/2023;1.961,81;402,59
25/08/2023;1.982,76;406,97
28/08/2023;1.965,08;402,93
29/08/2023;1.937,22;399,10
30/08/2023;1.928,09;396,32
31/08/2023;1.941,89;392,30
01/09/2023;1.942,03;393,28
04/09/2023;1.957,02;396,64
05/09/2023;1.943,40;390,24
06/09/2023;1.980,09;397,05
08/09/2023;1.984,41;398,08
11/09/2023;1.982,41;401,62
12/09/2023;2.036,35;411,05
13/09/2023;2.011,48;409,17
14/09/2023;2.007,30;411,75
15/09/2023;2.018,25;414,43
18/09/2023;2.023,06;416,87
19/09/2023;2.022,53;414,88
20/09/2023;2.002,53;411,20
21/09/2023;2.007,05;407,03
22/09/2023;2.026,92;411,14
25/09/2023;2.028,65;408,10
26/09/2023;2.041,20;409,06
27/09/2023;2.052,83;406,34
28/09/2023;2.032,66;403,55
29/09/2023;2.006,78;399,04
02/10/2023;2.006,79;396,05
03/10/2023;2.007,03;389,34
04/10/2023;2.036,67;395,39
05/10/2023;2.029,67;392,28
06/10/2023;2.086,66;404,39
09/10/2023;2.071,48;403,40
10/10/2023;2.069,94;408,84
11/10/2023;2.054,25;406,62
13/10/2023;2.057,20;404,01
16/10/2023;2.065,94;409,83
17/10/2023;2.071,47;411,58
18/10/2023;2.098,53;415,06
19/10/2023;2.048,89;405,80
20/10/2023;2.047,69;406,69
23/10/2023;2.061,69;410,61
24/10/2023;2.057,43;411,73
25/10/2023;2.032,33;406,47
26/10/2023;2.085,91;417,77
27/10/2023;2.082,66;415,29
30/10/2023;2.075,11;411,57
31/10/2023;2.077,76;412,66
01/11/2023;2.073,51;416,70
03/11/2023;2.065,36;421,59
06/11/2023;2.043,23;417,75
07/11/2023;2.004,48;411,68
08/11/2023;2.001,88;408,13
09/11/2023;2.010,15;407,82
10/11/2023;2.004,77;408,22
13/11/2023;2.012,80;410,11
14/11/2023;2.075,17;426,55
16/11/2023;2.104,90;432,40
17/11/2023;2.094,00;426,91
20/11/2023;2.078,84;428,45
21/11/2023;2.083,52;425,12
22/11/2023;2.083,52;425,21
23/11/2023;2.094,00;426,74
24/11/2023;2.092,51;427,30
27/11/2023;2.083,33;425,34
28/11/2023;2.053,34;421,46
29/11/2023;2.055,53;420,44
30/11/2023;2.065,35;419,70
01/12/2023;2.062,12;423,00
04/12/2023;2.093,96;423,11
05/12/2023;2.074,51;420,88
06/12/2023;2.082,82;424,63
07/12/2023;2.113,31;430,32
08/12/2023;2.116,17;429,68
11/12/2023;2.128,69;431,35
12/12/2023;2.137,54;430,52
13/12/2023;2.136,37;433,43
14/12/2023;2.153,64;438,98
15/12/2023;2.151,42;435,16
18/12/2023;2.143,75;436,70
19/12/2023;2.146,34;441,54
20/12/2023;2.126,74;433,94
21/12/2023;2.110,87;431,94
22/12/2023;2.113,78;434,84
26/12/2023;2.042,55;423,24
27/12/2023;2.068,62;428,02
28/12/2023;2.074,00;427,45
02/01/2024;2.060,00;419,38
03/01/2024;2.019,00;411,12
04/01/2024;2.019,00;410,95
05/01/2024;2.049,37;420,64
08/01/2024;2.072,18;425,32
09/01/2024;2.108,92;430,31
10/01/2024;2.100,68;429,23
11/01/2024;2.115,30;433,64
12/01/2024;2.130,14;438,84
15/01/2024;2.109,13;433,53
16/01/2024;2.136,08;433,37
17/01/2024;2.119,25;429,96
18/01/2024;2.101,62;425,95
19/01/2024;2.087,92;423,60
22/01/2024;2.088,87;418,61
23/01/2024;2.076,33;418,95
24/01/2024;2.093,89;424,47
25/01/2024;2.086,33;423,96
26/01/2024;2.085,72;424,62
29/01/2024;2.086,43;421,42
30/01/2024;2.072,93;419,28
31/01/2024;2.067,34;417,90
01/02/2024;2.069,41;421,04
02/02/2024;2.065,36;415,82
05/02/2024;2.060,66;413,70
06/02/2024;2.061,74;415,59
07/02/2024;2.074,70;417,70
08/02/2024;2.056,58;412,06
09/02/2024;2.020,62;407,55
14/02/2024;2.015,56;405,55
15/02/2024;2.018,54;406,23
16/02/2024;2.004,87;403,72
19/02/2024;2.012,65;405,61
20/02/2024;2.060,17;417,88
21/02/2024;2.076,50;420,34
22/02/2024;2.085,98;421,41
23/02/2024;2.089,77;418,96
26/02/2024;2.068,50;415,61
27/02/2024;2.061,70;417,77
28/02/2024;2.057,91;413,98
29/02/2024;2.062,60;414,76
01/03/2024;2.047,22;413,33
04/03/2024;2.078,87;420,23
05/03/2024;2.086,71;421,22
06/03/2024;2.081,90;421,01
07/03/2024;2.076,68;420,72
08/03/2024;2.075,28;416,72
11/03/2024;2.056,07;413,28
12/03/2024;2.054,73;413,18
13/03/2024;2.052,57;412,66
14/03/2024;2.058,17;412,29
15/03/2024;2.047,02;409,81
18/03/2024;2.037,88;405,39
19/03/2024;2.044,20;407,13
20/03/2024;2.045,53;411,41
21/03/2024;2.042,14;410,07
22/03/2024;2.059,57;411,91
25/03/2024;2.052,60;412,50
26/03/2024;2.055,59;412,44
27/03/2024;2.062,32;414,12
28/03/2024;2.062,76;411,73
01/04/2024;2.056,37;406,00
02/04/2024;2.051,71;405,56
03/04/2024;2.043,24;405,48
04/04/2024;2.043,87;404,89
05/04/2024;2.052,94;405,32
08/04/2024;2.062,73;410,17
09/04/2024;2.075,40;414,33
10/04/2024;2.088,37;411,26
11/04/2024;2.090,51;410,79
12/04/2024;2.084,99;406,83
15/04/2024;2.078,04;400,70
16/04/2024;2.075,97;394,60
17/04/2024;2.083,07;397,91
18/04/2024;2.083,86;397,23
19/04/2024;2.088,59;402,04
22/04/2024;2.089,32;403,81
23/04/2024;2.136,72;416,60
24/04/2024;2.131,23;414,07
25/04/2024;2.132,79;412,93
26/04/2024;2.127,72;415,90
29/04/2024;2.120,25;414,68
30/04/2024;2.115,32;407,58
02/05/2024;2.095,73;409,88
03/05/2024;2.119,26;418,00
06/05/2024;2.110,90;416,02
07/05/2024;2.081,75;410,44
08/05/2024;2.092,20;410,72
09/05/2024;2.115,29;411,22
10/05/2024;2.107,77;408,72
13/05/2024;2.098,09;407,24
14/05/2024;2.078,60;405,11
15/05/2024;2.066,83;402,34
16/05/2024;2.054,32;400,45
17/05/2024;2.054,54;402,53
20/05/2024;2.062,31;403,66
21/05/2024;2.093,43;409,27
22/05/2024;2.099,42;407,34
23/05/2024;2.098,01;406,99
24/05/2024;2.116,80;409,20
27/05/2024;2.110,89;408,14
28/05/2024;2.094,28;405,87
29/05/2024;2.078,02;399,39
31/05/2024;2.088,62;397,30
03/06/2024;2.088,65;399,13
04/06/2024;2.099,85;397,10
05/06/2024;2.081,18;392,82
06/06/2024;2.069,08;393,74
07/06/2024;2.085,06;392,22
10/06/2024;2.101,54;392,44
11/06/2024;2.095,26;390,98
12/06/2024;2.092,18;386,87
13/06/2024;2.087,22;388,46
14/06/2024;2.063,33;383,73
17/06/2024;2.046,95;377,39
18/06/2024;2.047,50;376,80
19/06/2024;2.032,36;373,05
20/06/2024;2.036,83;376,15
21/06/2024;2.031,51;373,10
24/06/2024;2.047,56;379,60
25/06/2024;2.038,44;373,96
26/06/2024;2.042,12;370,28
27/06/2024;2.037,07;370,24
28/06/2024;2.036,70;364,48
01/07/2024;2.023,79;358,96
02/07/2024;2.025,74;358,35
03/07/2024;2.021,13;363,32
04/07/2024;2.001,61;364,99
05/07/2024;1.992,95;364,54
08/07/2024;2.001,04;365,35
09/07/2024;1.995,37;368,29
10/07/2024;2.004,14;370,25
11/07/2024;2.005,51;368,39
12/07/2024;2.005,82;369,26
15/07/2024;2.002,01;367,54
16/07/2024;2.011,15;370,17
17/07/2024;2.011,77;366,78
18/07/2024;2.019,43;361,90
19/07/2024;2.017,61;360,35
22/07/2024;2.021,32;362,63
23/07/2024;2.033,76;363,69
24/07/2024;2.039,79;360,58
25/07/2024;2.030,63;359,98
26/07/2024;2.049,22;361,92
29/07/2024;2.062,24;366,36
30/07/2024;2.053,15;365,07
31/07/2024;2.046,12;361,38
01/08/2024;2.050,44;357,41
02/08/2024;2.045,23;358,12
05/08/2024;2.047,05;356,94
06/08/2024;2.065,61;365,47
07/08/2024;2.070,84;368,15
08/08/2024;2.062,28;369,98
09/08/2024;2.066,31;374,87
12/08/2024;2.058,04;373,99
13/08/2024;2.054,76;376,54
14/08/2024;2.064,16;377,08
15/08/2024;2.093,23;381,84
16/08/2024;2.094,92;383,05
19/08/2024;2.090,20;386,36
20/08/2024;2.080,28;380,45
21/08/2024;2.071,67;378,39
22/08/2024;2.076,05;371,45
23/08/2024;2.062,36;376,55
26/08/2024;2.059,72;375,31
27/08/2024;2.056,36;373,82
28/08/2024;2.038,25;367,32
29/08/2024;2.044,05;363,77
30/08/2024;2.039,07;360,90
02/09/2024;2.043,79;364,18
03/09/2024;2.043,49;361,87
04/09/2024;2.051,20;363,88
05/09/2024;2.063,07;369,79
06/09/2024;2.060,37;368,25
09/09/2024;2.048,76;366,90
10/09/2024;2.082,93;368,20
11/09/2024;2.089,97;369,84
12/09/2024;2.087,23;371,39
13/09/2024;2.081,47;374,10
16/09/2024;2.093,65;379,63
17/09/2024;2.094,10;381,79
18/09/2024;2.110,58;387,62
19/09/2024;2.114,95;389,71
20/09/2024;2.130,13;385,96
23/09/2024;2.138,18;386,37
24/09/2024;2.144,81;392,82
25/09/2024;2.144,58;391,49
26/09/2024;2.135,20;392,00
27/09/2024;2.127,75;391,35
30/09/2024;2.132,36;390,83
01/10/2024;2.134,60;391,09
02/10/2024;2.133,46;391,68
03/10/2024;2.139,47;390,91
04/10/2024;2.142,91;392,48
07/10/2024;2.142,82;390,74
08/10/2024;2.150,90;388,81
09/10/2024;2.146,44;384,46
10/10/2024;2.153,58;385,60
11/10/2024;2.158,42;383,85
14/10/2024;2.157,98;386,53
15/10/2024;2.159,64;381,76
16/10/2024;2.158,92;381,10
17/10/2024;2.169,91;382,90
18/10/2024;2.171,47;381,56
21/10/2024;2.187,49;383,64
22/10/2024;2.202,00;386,18
23/10/2024;2.230,21;391,95
24/10/2024;2.250,06;396,42
25/10/2024;2.288,24;400,81
28/10/2024;2.306,91;404,22
29/10/2024;2.345,01;406,84
30/10/2024;2.386,18;413,98
31/10/2024;2.409,01;416,71
01/11/2024;2.425,28;413,16
04/11/2024;2.446,99;423,79
05/11/2024;2.470,10;429,51
06/11/2024;2.489,26;438,17
07/11/2024;2.509,01;441,42
08/11/2024;2.502,89;435,06
11/11/2024;2.517,72;436,27
12/11/2024;2.545,04;441,23
13/11/2024;2.555,59;440,77
14/11/2024;2.558,22;442,68
18/11/2024;2.578,20;448,85
19/11/2024;2.625,41;454,70
21/11/2024;2.632,12;452,41
22/11/2024;2.636,38;453,77
25/11/2024;2.664,97;458,77
26/11/2024;2.683,92;462,19
27/11/2024;2.685,31;453,91
28/11/2024;2.704,16;451,75
29/11/2024;2.705,76;450,51
02/12/2024;2.700,59;445,05
03/12/2024;2.697,73;445,46
04/12/2024;2.699,22;446,96
05/12/2024;2.695,37;449,08
06/12/2024;2.688,55;441,69
09/12/2024;2.697,72;443,34
10/12/2024;2.678,38;442,12
11/12/2024;2.680,44;445,70
12/12/2024;2.671,86;442,80
13/12/2024;2.673,38;442,47
16/12/2024;2.651,08;435,68
17/12/2024;2.659,24;437,09
18/12/2024;2.662,44;426,54
19/12/2024;2.667,36;436,13
20/12/2024;2.667,07;440,11
23/12/2024;2.664,42;430,44
26/12/2024;2.640,11;427,41
27/12/2024;2.641,40;426,58
30/12/2024;2.643,26;427,71
02/01/2025;2.643,25;428,75
03/01/2025;2.646,22;428,05
06/01/2025;2.635,72;431,17
07/01/2025;2.631,11;430,27
08/01/2025;2.631,11;430,76
09/01/2025;2.634,43;435,23
10/01/2025;2.634,43;432,01
13/01/2025;2.614,44;428,60
14/01/2025;2.623,27;433,81
15/01/2025;2.623,71;435,83
16/01/2025;2.626,01;433,34
17/01/2025;2.620,50;432,28
20/01/2025;2.627,90;434,79
21/01/2025;2.637,33;437,22
22/01/2025;2.635,23;443,72
23/01/2025;2.642,64;446,62
24/01/2025;2.640,22;446,59
27/01/2025;2.641,50;446,88
28/01/2025;2.636,45;449,06
29/01/2025;2.639,34;448,94
30/01/2025;2.639,20;449,76
31/01/2025;2.640,57;452,15
03/02/2025;2.654,41;456,48
04/02/2025;2.662,62;461,62
05/02/2025;2.658,58;459,25
06/02/2025;2.677,15;464,06
07/02/2025;2.690,13;464,78
10/02/2025;2.683,56;463,56
11/02/2025;2.678,00;464,20
12/02/2025;2.680,60;465,38
13/02/2025;2.679,33;464,44
14/02/2025;2.675,52;469,14
17/02/2025;2.679,29;469,23
18/02/2025;2.671,37;469,32
19/02/2025;2.670,47;467,03
20/02/2025;2.662,06;466,46
21/02/2025;2.664,22;465,12
24/02/2025;2.654,85;461,71
25/02/2025;2.653,75;461,20
26/02/2025;2.655,83;457,98
27/02/2025;2.652,15;454,84
28/02/2025;2.649,01;448,60
05/03/2025;2.634,85;457,76
06/03/2025;2.630,21;456,32
07/03/2025;2.628,16;453,76
10/03/2025;2.631,14;449,46
11/03/2025;2.656,63;457,41
12/03/2025;2.658,42;457,87
13/03/2025;2.673,94;461,02
14/03/2025;2.686,73;467,99
17/03/2025;2.704,10;476,66
18/03/2025;2.704,26;476,69
19/03/2025;2.709,00;479,38
20/03/2025;2.706,16;477,45
21/03/2025;2.714,65;474,84
24/03/2025;2.712,19;471,52
25/03/2025;2.705,66;474,51
26/03/2025;2.705,32;471,72
27/03/2025;2.701,17;469,28
28/03/2025;2.708,83;470,45
31/03/2025;2.705,20;474,10
01/04/2025;2.737,78;481,58
02/04/2025;2.745,34;482,15
03/04/2025;2.761,64;490,87
04/04/2025;2.765,65;473,89
07/04/2025;2.767,40;468,18
08/04/2025;2.785,98;465,34
09/04/2025;2.795,49;478,76
10/04/2025;2.808,79;475,74
11/04/2025;2.801,92;477,33
14/04/2025;2.800,37;478,61
15/04/2025;2.816,38;478,00
16/04/2025;2.824,30;481,14
17/04/2025;2.824,89;486,46
22/04/2025;2.843,99;497,03
23/04/2025;2.866,08;501,50
24/04/2025;2.869,61;504,95
25/04/2025;2.869,71;504,96
28/04/2025;2.895,64;512,14
29/04/2025;2.922,32;518,88
30/04/2025;2.931,28;516,80
02/05/2025;2.938,21;519,58
05/05/2025;2.946,99;518,11
06/05/2025;2.935,70;514,40
07/05/2025;2.956,09;513,21
08/05/2025;2.943,69;519,08
09/05/2025;2.939,50;519,81
12/05/2025;2.931,23;515,52
13/05/2025;2.933,67;523,78
14/05/2025;2.924,91;519,80
15/05/2025;2.927,94;515,30
16/05/2025;2.932,38;517,36
19/05/2025;2.925,33;517,39
20/05/2025;2.920,09;514,92
21/05/2025;2.923,88;517,50
22/05/2025;2.915,53;516,02
23/05/2025;2.922,92;516,96
26/05/2025;2.913,67;513,51
27/05/2025;2.875,55;509,04
28/05/2025;2.882,03;506,24
29/05/2025;2.881,80;508,34
30/05/2025;2.870,36;501,99
02/06/2025;2.877,24;506,38
03/06/2025;2.876,23;509,88
04/06/2025;2.898,79;513,06
05/06/2025;2.908,79;520,26
06/06/2025;2.928,03;526,44
09/06/2025;2.947,19;529,78
10/06/2025;2.959,95;531,03
11/06/2025;2.937,25;529,71
12/06/2025;2.929,32;528,28
13/06/2025;2.920,71;527,49
16/06/2025;2.914,51;530,49
17/06/2025;2.907,69;528,58
18/06/2025;2.913,68;529,47
20/06/2025;2.928,47;530,23
23/06/2025;2.930,06;532,16
24/06/2025;2.923,90;530,27
25/06/2025;2.930,53;527,45
26/06/2025;2.928,84;532,32
27/06/2025;2.922,14;532,65
30/06/2025;2.911,00;536,10
01/07/2025;2.913,52;533,32
02/07/2025;2.911,46;536,77
03/07/2025;2.903,05;536,41
04/07/2025;2.877,42;530,50
07/07/2025;2.869,43;523,71
08/07/2025;2.859,90;525,14
09/07/2025;2.867,75;522,07
10/07/2025;2.879,78;519,72
11/07/2025;2.871,61;517,69
14/07/2025;2.872,26;514,28
15/07/2025;2.861,38;514,45
16/07/2025;2.851,44;512,66
17/07/2025;2.841,70;512,29
18/07/2025;2.846,38;509,56
21/07/2025;2.855,65;512,87
22/07/2025;2.853,68;512,70
23/07/2025;2.849,56;515,94
24/07/2025;2.852,07;516,87
25/07/2025;2.849,93;511,93
28/07/2025;2.839,42;507,40
29/07/2025;2.819,73;506,33
30/07/2025;2.826,60;507,10
31/07/2025;2.815,24;502,63
01/08/2025;2.817,53;507,75
04/08/2025;2.808,21;509,94
05/08/2025;2.815,13;511,19
06/08/2025;2.812,40;514,81
07/08/2025;2.815,56;518,04
08/08/2025;2.808,26;516,13
11/08/2025;2.811,94;516,33
12/08/2025;2.840,61;527,01
13/08/2025;2.872,47;531,55
14/08/2025;2.878,24;531,33
15/08/2025;2.878,17;533,19
18/08/2025;2.902,84;534,30
